TypeAnomaly,Severity,City,DetectionDateTime
Too Hot Temperature,Critical,Mezzana,2012-11-18T04:54:39
Prolonged Low Precipitation,High,Arco,2012-11-19T13:54:09
Reduced Visibility,Critical,Cavalese,2012-11-21T16:09:17
Too Cold Temperature,Critical,Trento,2012-11-21T14:04:14
Prolonged Low Precipitation,Medium,Predazzo,2012-11-21T05:35:06
Excessive Wind,Critical,Mezzana,2012-11-22T05:37:10
Excessive Wind,Critical,Arco,2012-11-24T13:43:15
Too Cold Temperature,Critical,Trento,2012-11-24T21:37:25
Too Hot Temperature,High,Mezzana,2012-11-24T00:27:33
Reduced Visibility,Low,Rovereto,2012-11-25T02:30:50
Reduced Visibility,Critical,Tenno,2012-11-25T10:20:52
Reduced Visibility,Critical,Predazzo,2012-11-26T09:59:30
Too Cold Temperature,High,Povo,2012-11-26T01:41:22
Too Cold Temperature,Critical,Trento,2012-11-27T11:18:42
Too Cold Temperature,Low,Arco,2012-11-28T08:28:09
Too Cold Temperature,Low,Arco,2012-11-30T20:54:33
Solid Precipitation,Medium,Predazzo,2012-12-01T08:11:00
Excessive Precipitation,High,Tenno,2012-12-01T22:28:15
Too Hot Temperature,Medium,Lavarone,2012-12-02T19:43:29
Prolonged Low Precipitation,Low,Lavarone,2012-12-03T17:01:15
Too Hot Temperature,High,Lavarone,2012-12-05T01:43:21
Excessive Precipitation,High,Trento,2012-12-05T15:46:08
Too Hot Temperature,Medium,Tenno,2012-12-06T07:53:08
Excessive Precipitation,Medium,Trento,2012-12-10T20:14:09
Too Cold Temperature,Low,Trento,2012-12-12T00:50:23
Too Cold Temperature,Critical,Arco,2012-12-12T16:47:57
Too Hot Temperature,Medium,Lavarone,2012-12-13T19:54:59
Prolonged Low Precipitation,Critical,Tenno,2012-12-13T08:41:11
Excessive Wind,Critical,Lavarone,2012-12-13T05:46:06
Excessive Wind,Low,Rovereto,2012-12-14T21:19:30
Reduced Visibility,Low,Lavarone,2012-12-16T15:09:03
Prolonged Low Precipitation,Medium,Trento,2012-12-16T02:30:18
Too Cold Temperature,Medium,Mezzana,2012-12-16T17:28:36
Excessive Wind,Medium,Lavarone,2012-12-17T22:08:11
Solid Precipitation,Low,Cavalese,2012-12-17T16:30:43
Excessive Wind,Low,Predazzo,2012-12-20T02:29:34
Prolonged Low Precipitation,Medium,Lavarone,2012-12-21T15:54:34
Reduced Visibility,High,Arco,2012-12-21T22:32:45
Excessive Wind,Critical,Cavalese,2012-12-21T11:51:41
Excessive Precipitation,Medium,Cavalese,2012-12-22T05:55:58
Reduced Visibility,Low,Trento,2012-12-23T20:49:12
Prolonged Low Precipitation,Critical,Rovereto,2012-12-23T15:32:23
Solid Precipitation,Medium,Rovereto,2012-12-24T01:16:49
Too Hot Temperature,Medium,Mezzana,2012-12-24T08:25:04
Too Cold Temperature,Critical,Tenno,2012-12-25T06:21:47
Too Cold Temperature,High,Rovereto,2012-12-26T23:21:05
Prolonged Low Precipitation,Medium,Lavarone,2012-12-26T07:07:23
Excessive Wind,Low,Predazzo,2012-12-28T13:47:00
Excessive Precipitation,Medium,Predazzo,2012-12-29T13:36:46
Prolonged Low Precipitation,Medium,Lavarone,2012-12-29T14:40:21
Excessive Precipitation,Low,Rovereto,2012-12-30T03:15:36
Excessive Wind,Critical,Rovereto,2012-12-30T04:03:48
Too Hot Temperature,Low,Predazzo,2012-12-30T12:16:14
Too Hot Temperature,Medium,Rovereto,2013-01-01T08:42:40
Excessive Wind,High,Mezzana,2013-01-01T07:41:56
Reduced Visibility,Critical,Povo,2013-01-03T00:18:02
Reduced Visibility,Medium,Rovereto,2013-01-04T18:21:31
Too Cold Temperature,Medium,Arco,2013-01-04T18:47:11
Too Hot Temperature,Low,Lavarone,2013-01-05T00:00:58
Prolonged Low Precipitation,High,Lavarone,2013-01-06T11:33:13
Too Cold Temperature,Critical,Povo,2013-01-06T03:46:59
Too Cold Temperature,Low,Telve,2013-01-06T12:45:25
Too Hot Temperature,Critical,Tenno,2013-01-08T08:10:02
Reduced Visibility,Critical,Predazzo,2013-01-09T09:36:47
Excessive Precipitation,High,Trento,2013-01-09T23:55:50
Excessive Precipitation,Critical,Mezzana,2013-01-09T12:09:38
Too Hot Temperature,Low,Telve,2013-01-10T03:29:51
Solid Precipitation,Low,Tenno,2013-01-10T16:31:38
Reduced Visibility,High,Arco,2013-01-11T13:27:51
Too Cold Temperature,Low,Povo,2013-01-11T23:24:51
Prolonged Low Precipitation,High,Tenno,2013-01-12T20:35:07
Reduced Visibility,Medium,Predazzo,2013-01-12T06:44:39
Reduced Visibility,High,Rovereto,2013-01-13T17:16:08
Too Hot Temperature,High,Cavalese,2013-01-13T17:24:54
Reduced Visibility,Low,Rovereto,2013-01-14T18:36:30
Prolonged Low Precipitation,Low,Mezzana,2013-01-15T16:54:22
Excessive Wind,Critical,Tenno,2013-01-15T18:41:15
Solid Precipitation,Medium,Cavalese,2013-01-16T12:28:40
Reduced Visibility,Medium,Rovereto,2013-01-16T15:16:08
Too Hot Temperature,High,Lavarone,2013-01-16T05:30:50
Prolonged Low Precipitation,High,Cavalese,2013-01-17T23:16:57
Too Cold Temperature,High,Tenno,2013-01-17T10:28:10
Too Hot Temperature,High,Povo,2013-01-17T23:33:12
Too Cold Temperature,Critical,Povo,2013-01-19T17:15:20
Too Hot Temperature,Medium,Lavarone,2013-01-19T22:45:44
Excessive Wind,Critical,Tenno,2013-01-19T08:03:00
Prolonged Low Precipitation,Low,Povo,2013-01-21T03:20:44
Excessive Precipitation,Critical,Lavarone,2013-01-21T13:58:49
Reduced Visibility,Medium,Telve,2013-01-21T15:31:36
Reduced Visibility,Critical,Arco,2013-01-22T14:31:16
Excessive Precipitation,Low,Predazzo,2013-01-24T16:32:05
Excessive Precipitation,Medium,Lavarone,2013-01-25T04:11:39
Excessive Wind,Medium,Telve,2013-01-25T19:05:54
Too Cold Temperature,Critical,Trento,2013-01-27T03:23:40
Reduced Visibility,High,Tenno,2013-01-28T20:20:56
Excessive Wind,Medium,Tenno,2013-01-28T11:37:03
Prolonged Low Precipitation,Critical,Tenno,2013-01-30T07:27:24
Excessive Precipitation,High,Telve,2013-02-01T10:52:02
Excessive Wind,Low,Tenno,2013-02-01T10:26:35
Reduced Visibility,Low,Mezzana,2013-02-02T18:19:29
Prolonged Low Precipitation,Medium,Predazzo,2013-02-02T17:50:05
Excessive Precipitation,High,Arco,2013-02-02T21:02:52
Excessive Wind,Low,Lavarone,2013-02-03T05:07:23
Too Cold Temperature,Critical,Trento,2013-02-05T07:49:55
Too Hot Temperature,Low,Arco,2013-02-05T13:05:40
Excessive Wind,High,Cavalese,2013-02-06T07:33:39
Excessive Precipitation,Medium,Cavalese,2013-02-06T07:54:15
Reduced Visibility,Critical,Arco,2013-02-07T09:37:57
Too Hot Temperature,Low,Predazzo,2013-02-08T06:45:24
Too Cold Temperature,Low,Predazzo,2013-02-09T23:50:42
Excessive Wind,Medium,Tenno,2013-02-11T15:23:31
Excessive Precipitation,High,Mezzana,2013-02-15T11:20:26
Too Cold Temperature,High,Lavarone,2013-02-15T00:26:28
Prolonged Low Precipitation,Critical,Povo,2013-02-17T17:33:52
Too Cold Temperature,Low,Predazzo,2013-02-17T13:56:40
Too Hot Temperature,Critical,Predazzo,2013-02-18T06:16:08
Too Hot Temperature,Critical,Cavalese,2013-02-20T18:11:50
Reduced Visibility,Critical,Trento,2013-02-21T05:02:08
Excessive Wind,Low,Tenno,2013-02-22T17:24:31
Reduced Visibility,Low,Lavarone,2013-02-22T08:05:43
Excessive Precipitation,Low,Telve,2013-02-23T05:58:55
Too Cold Temperature,High,Mezzana,2013-02-24T17:11:44
Excessive Wind,High,Cavalese,2013-02-25T17:21:59
Excessive Wind,Low,Telve,2013-02-25T22:12:35
Reduced Visibility,High,Tenno,2013-02-26T09:48:29
Prolonged Low Precipitation,Medium,Cavalese,2013-02-27T11:42:12
Reduced Visibility,High,Predazzo,2013-02-27T21:13:30
Excessive Wind,Critical,Arco,2013-02-28T12:12:41
Prolonged Low Precipitation,High,Rovereto,2013-03-01T06:47:42
Excessive Wind,High,Trento,2013-03-03T06:59:14
Too Cold Temperature,Low,Arco,2013-03-04T07:59:41
Solid Precipitation,Low,Tenno,2013-03-04T20:26:34
Excessive Precipitation,High,Arco,2013-03-05T04:33:24
Reduced Visibility,Low,Lavarone,2013-03-05T16:01:27
Prolonged Low Precipitation,High,Cavalese,2013-03-05T05:19:59
Too Hot Temperature,Medium,Predazzo,2013-03-06T22:47:49
Too Hot Temperature,High,Povo,2013-03-06T16:52:01
Prolonged Low Precipitation,Medium,Telve,2013-03-08T02:57:12
Excessive Precipitation,High,Mezzana,2013-03-09T11:31:49
Excessive Precipitation,Critical,Rovereto,2013-03-09T03:56:24
Prolonged Low Precipitation,High,Trento,2013-03-09T16:17:55
Too Hot Temperature,High,Tenno,2013-03-10T04:43:47
Too Cold Temperature,Critical,Predazzo,2013-03-10T14:37:51
Too Cold Temperature,High,Trento,2013-03-10T22:57:16
Too Hot Temperature,Medium,Tenno,2013-03-12T21:33:27
Too Hot Temperature,Medium,Telve,2013-03-12T15:49:48
Too Hot Temperature,High,Rovereto,2013-03-12T16:08:24
Reduced Visibility,Low,Povo,2013-03-13T03:40:57
Too Cold Temperature,Low,Trento,2013-03-15T19:37:33
Reduced Visibility,Critical,Povo,2013-03-15T15:53:06
Too Hot Temperature,Critical,Trento,2013-03-16T02:07:51
Solid Precipitation,Low,Mezzana,2013-03-17T01:33:11
Reduced Visibility,Medium,Predazzo,2013-03-17T00:39:41
Excessive Wind,Low,Lavarone,2013-03-18T15:53:06
Too Hot Temperature,Critical,Predazzo,2013-03-18T06:29:23
Solid Precipitation,Low,Cavalese,2013-03-19T11:33:35
Excessive Wind,High,Povo,2013-03-19T10:48:44
Excessive Wind,Critical,Povo,2013-03-19T23:35:54
Too Hot Temperature,Low,Predazzo,2013-03-20T19:11:10
Solid Precipitation,High,Povo,2013-03-21T06:24:50
Excessive Precipitation,Low,Arco,2013-03-23T16:31:48
Too Hot Temperature,Low,Rovereto,2013-03-23T05:33:57
Excessive Precipitation,High,Arco,2013-03-23T09:52:33
Excessive Precipitation,Low,Trento,2013-03-24T20:27:05
Solid Precipitation,Medium,Mezzana,2013-03-24T03:28:26
Reduced Visibility,High,Tenno,2013-03-27T23:02:10
Reduced Visibility,Low,Povo,2013-03-27T21:51:05
Prolonged Low Precipitation,Critical,Tenno,2013-03-29T09:42:34
Prolonged Low Precipitation,High,Rovereto,2013-03-29T14:52:09
Prolonged Low Precipitation,Medium,Rovereto,2013-03-30T19:38:17
Solid Precipitation,Critical,Telve,2013-03-30T20:35:17
Excessive Precipitation,Low,Arco,2013-03-30T09:18:26
Reduced Visibility,Medium,Tenno,2013-03-31T23:07:45
Too Hot Temperature,Low,Trento,2013-03-31T18:24:21
Prolonged Low Precipitation,Medium,Tenno,2013-04-01T20:28:33
Excessive Precipitation,Medium,Mezzana,2013-04-01T00:40:28
Excessive Wind,Low,Arco,2013-04-01T23:17:03
Prolonged Low Precipitation,High,Rovereto,2013-04-02T17:48:25
Too Hot Temperature,Low,Arco,2013-04-02T22:14:03
Too Cold Temperature,Medium,Arco,2013-04-03T10:37:17
Prolonged Low Precipitation,High,Predazzo,2013-04-04T12:01:19
Too Hot Temperature,Low,Lavarone,2013-04-04T05:30:53
Solid Precipitation,Critical,Predazzo,2013-04-04T22:45:58
Prolonged Low Precipitation,High,Povo,2013-04-05T13:05:27
Prolonged Low Precipitation,Low,Povo,2013-04-05T04:07:39
Excessive Wind,Critical,Tenno,2013-04-05T20:58:21
Excessive Wind,Medium,Predazzo,2013-04-06T10:13:58
Excessive Wind,Medium,Telve,2013-04-06T07:39:44
Too Cold Temperature,Medium,Povo,2013-04-09T20:49:47
Excessive Wind,Low,Tenno,2013-04-10T12:44:02
Solid Precipitation,High,Povo,2013-04-10T23:16:16
Solid Precipitation,Medium,Predazzo,2013-04-11T18:50:18
Excessive Wind,High,Mezzana,2013-04-11T07:59:09
Solid Precipitation,Critical,Telve,2013-04-11T04:45:43
Too Hot Temperature,High,Arco,2013-04-12T10:42:33
Prolonged Low Precipitation,High,Cavalese,2013-04-12T13:21:14
Excessive Wind,High,Predazzo,2013-04-12T19:26:45
Too Hot Temperature,Low,Arco,2013-04-14T23:03:08
Reduced Visibility,Medium,Povo,2013-04-14T04:06:36
Prolonged Low Precipitation,Medium,Telve,2013-04-14T20:39:59
Solid Precipitation,High,Trento,2013-04-15T01:56:30
Excessive Wind,High,Rovereto,2013-04-16T21:28:04
Too Cold Temperature,High,Povo,2013-04-17T15:02:36
Excessive Wind,High,Cavalese,2013-04-18T03:27:53
Solid Precipitation,Critical,Rovereto,2013-04-19T22:13:18
Excessive Wind,Low,Povo,2013-04-19T11:00:59
Excessive Wind,Critical,Trento,2013-04-20T16:46:33
Too Cold Temperature,Low,Arco,2013-04-20T21:29:54
Reduced Visibility,High,Cavalese,2013-04-21T08:32:22
Excessive Precipitation,Low,Trento,2013-04-22T13:01:02
Too Cold Temperature,Critical,Cavalese,2013-04-22T09:04:08
Solid Precipitation,Low,Arco,2013-04-22T08:16:34
Excessive Precipitation,High,Telve,2013-04-23T06:21:55
Excessive Wind,Low,Rovereto,2013-04-23T09:31:40
Solid Precipitation,Low,Tenno,2013-04-23T14:37:04
Excessive Precipitation,Low,Cavalese,2013-04-24T23:57:23
Solid Precipitation,Medium,Cavalese,2013-04-26T05:27:08
Too Cold Temperature,Low,Arco,2013-04-26T10:28:00
Excessive Precipitation,Medium,Povo,2013-04-26T18:34:02
Reduced Visibility,Low,Povo,2013-04-27T10:02:52
Excessive Wind,Low,Arco,2013-04-28T01:10:25
Excessive Wind,Medium,Povo,2013-04-28T21:48:12
Too Hot Temperature,Critical,Trento,2013-04-29T11:15:54
Solid Precipitation,Medium,Mezzana,2013-04-29T00:28:45
Too Cold Temperature,Critical,Trento,2013-04-29T20:07:55
Reduced Visibility,Critical,Mezzana,2013-04-30T10:41:52
Excessive Wind,Medium,Cavalese,2013-04-30T21:19:29
Too Hot Temperature,Medium,Cavalese,2013-05-01T09:04:35
Solid Precipitation,Low,Rovereto,2013-05-01T11:47:19
Too Hot Temperature,Medium,Povo,2013-05-02T20:18:39
Too Hot Temperature,Critical,Trento,2013-05-03T17:03:31
Reduced Visibility,Low,Mezzana,2013-05-03T01:45:11
Prolonged Low Precipitation,Medium,Predazzo,2013-05-04T13:39:19
Solid Precipitation,Critical,Tenno,2013-05-04T03:49:35
Solid Precipitation,Medium,Lavarone,2013-05-05T13:42:31
Solid Precipitation,Medium,Predazzo,2013-05-05T15:24:21
Solid Precipitation,Critical,Mezzana,2013-05-06T17:01:41
Reduced Visibility,Medium,Cavalese,2013-05-06T18:27:21
Excessive Precipitation,Low,Telve,2013-05-06T23:22:25
Reduced Visibility,Medium,Tenno,2013-05-07T07:25:44
Excessive Wind,Critical,Predazzo,2013-05-08T02:59:22
Reduced Visibility,High,Arco,2013-05-08T22:04:40
Too Hot Temperature,Low,Mezzana,2013-05-08T01:29:45
Excessive Precipitation,Critical,Tenno,2013-05-09T23:59:34
Excessive Wind,Medium,Povo,2013-05-09T14:49:01
Excessive Wind,Medium,Trento,2013-05-10T10:07:48
Reduced Visibility,High,Rovereto,2013-05-10T17:30:39
Too Cold Temperature,Low,Lavarone,2013-05-10T19:00:32
Excessive Precipitation,Critical,Trento,2013-05-11T04:00:21
Too Cold Temperature,Critical,Trento,2013-05-12T03:42:21
Too Cold Temperature,High,Mezzana,2013-05-13T13:03:01
Excessive Wind,High,Povo,2013-05-15T20:40:04
Prolonged Low Precipitation,Medium,Lavarone,2013-05-15T08:23:28
Excessive Precipitation,Medium,Tenno,2013-05-15T05:07:43
Excessive Wind,Medium,Lavarone,2013-05-17T21:08:56
Prolonged Low Precipitation,High,Mezzana,2013-05-18T15:13:02
Solid Precipitation,Critical,Arco,2013-05-18T02:11:39
Excessive Precipitation,Low,Lavarone,2013-05-18T15:04:23
Too Hot Temperature,High,Lavarone,2013-05-19T02:12:31
Reduced Visibility,Low,Lavarone,2013-05-19T08:31:14
Excessive Wind,Medium,Telve,2013-05-19T23:31:37
Excessive Precipitation,Critical,Rovereto,2013-05-20T13:57:53
Reduced Visibility,High,Telve,2013-05-21T18:07:19
Too Hot Temperature,Medium,Telve,2013-05-21T18:48:06
Excessive Wind,Low,Cavalese,2013-05-24T17:23:37
Too Hot Temperature,Critical,Mezzana,2013-05-24T07:34:26
Excessive Wind,Low,Mezzana,2013-05-25T00:47:59
Excessive Wind,Medium,Povo,2013-05-25T14:01:43
Prolonged Low Precipitation,Medium,Tenno,2013-05-25T10:45:23
Reduced Visibility,Medium,Tenno,2013-05-26T08:34:37
Solid Precipitation,Medium,Arco,2013-05-27T11:04:29
Reduced Visibility,High,Tenno,2013-05-27T09:26:23
Prolonged Low Precipitation,High,Lavarone,2013-05-27T03:46:20
Excessive Wind,High,Tenno,2013-05-28T02:59:30
Prolonged Low Precipitation,High,Arco,2013-05-28T08:11:42
Prolonged Low Precipitation,Medium,Trento,2013-05-28T04:09:28
Too Hot Temperature,Medium,Cavalese,2013-05-29T12:27:05
Prolonged Low Precipitation,Medium,Predazzo,2013-05-29T19:45:48
Reduced Visibility,Medium,Lavarone,2013-05-30T06:50:15
Excessive Precipitation,Low,Povo,2013-05-30T20:33:27
Excessive Wind,High,Povo,2013-05-30T08:58:33
Reduced Visibility,High,Tenno,2013-05-31T15:11:20
Prolonged Low Precipitation,High,Tenno,2013-05-31T17:48:02
Prolonged Low Precipitation,Low,Telve,2013-06-01T04:52:08
Excessive Precipitation,High,Mezzana,2013-06-01T04:36:33
Excessive Precipitation,Critical,Povo,2013-06-01T21:05:33
Reduced Visibility,High,Trento,2013-06-02T02:34:08
Too Cold Temperature,Low,Povo,2013-06-03T20:55:24
Prolonged Low Precipitation,Critical,Arco,2013-06-03T10:25:03
Too Cold Temperature,High,Telve,2013-06-04T02:21:31
Prolonged Low Precipitation,Critical,Povo,2013-06-05T12:38:51
Too Hot Temperature,Critical,Predazzo,2013-06-05T10:32:21
Prolonged Low Precipitation,High,Telve,2013-06-06T08:56:30
Too Cold Temperature,High,Tenno,2013-06-06T14:02:26
Excessive Precipitation,Low,Trento,2013-06-06T23:55:33
Reduced Visibility,Critical,Mezzana,2013-06-07T18:02:35
Too Hot Temperature,Low,Telve,2013-06-07T22:52:30
Too Hot Temperature,Medium,Telve,2013-06-08T04:56:06
Excessive Wind,High,Cavalese,2013-06-09T15:21:01
Reduced Visibility,Low,Predazzo,2013-06-11T02:28:33
Prolonged Low Precipitation,Medium,Rovereto,2013-06-12T08:54:44
Prolonged Low Precipitation,High,Cavalese,2013-06-12T23:50:07
Too Cold Temperature,Low,Arco,2013-06-13T07:20:04
Reduced Visibility,Low,Lavarone,2013-06-13T13:25:40
Excessive Precipitation,Low,Arco,2013-06-14T20:12:42
Solid Precipitation,Medium,Mezzana,2013-06-15T09:18:39
Solid Precipitation,Critical,Arco,2013-06-15T12:57:50
Too Cold Temperature,Low,Cavalese,2013-06-15T10:17:40
Reduced Visibility,Low,Mezzana,2013-06-16T20:26:48
Excessive Wind,High,Arco,2013-06-20T01:07:00
Too Hot Temperature,Critical,Predazzo,2013-06-20T17:26:27
Reduced Visibility,High,Arco,2013-06-20T11:08:16
Excessive Precipitation,Low,Arco,2013-06-21T13:24:41
Reduced Visibility,Low,Povo,2013-06-23T14:14:09
Excessive Precipitation,Medium,Cavalese,2013-06-23T17:19:18
Reduced Visibility,Low,Trento,2013-06-23T05:08:03
Solid Precipitation,High,Trento,2013-06-24T07:53:15
Too Cold Temperature,Low,Rovereto,2013-06-25T16:22:37
Solid Precipitation,Critical,Povo,2013-06-26T07:51:34
Excessive Wind,High,Arco,2013-06-26T23:17:25
Solid Precipitation,High,Trento,2013-06-27T22:40:58
Excessive Wind,Critical,Predazzo,2013-06-28T11:26:15
Too Cold Temperature,Low,Predazzo,2013-06-28T06:07:31
Excessive Precipitation,Critical,Povo,2013-06-29T19:40:19
Excessive Wind,Medium,Lavarone,2013-06-29T00:26:09
Prolonged Low Precipitation,Critical,Trento,2013-06-30T04:25:19
Excessive Wind,Low,Mezzana,2013-06-30T12:02:03
Too Hot Temperature,Medium,Arco,2013-07-01T04:35:24
Solid Precipitation,Medium,Mezzana,2013-07-02T05:42:23
Too Cold Temperature,Critical,Lavarone,2013-07-02T04:24:20
Solid Precipitation,Critical,Trento,2013-07-03T12:24:13
Solid Precipitation,Medium,Rovereto,2013-07-04T02:27:28
Reduced Visibility,Medium,Arco,2013-07-04T21:11:22
Too Cold Temperature,Low,Lavarone,2013-07-04T05:57:27
Excessive Precipitation,High,Povo,2013-07-06T14:43:24
Reduced Visibility,Low,Rovereto,2013-07-06T20:35:15
Reduced Visibility,Low,Predazzo,2013-07-07T17:23:11
Excessive Wind,Low,Arco,2013-07-07T17:23:34
Prolonged Low Precipitation,Medium,Povo,2013-07-07T09:31:59
Excessive Precipitation,Medium,Lavarone,2013-07-08T09:57:30
Too Cold Temperature,Low,Povo,2013-07-08T11:00:07
Too Cold Temperature,Critical,Rovereto,2013-07-08T08:21:24
Reduced Visibility,Critical,Telve,2013-07-09T09:50:30
Too Hot Temperature,High,Arco,2013-07-10T02:25:02
Reduced Visibility,High,Telve,2013-07-10T07:16:55
Solid Precipitation,Critical,Arco,2013-07-11T22:08:49
Prolonged Low Precipitation,Medium,Povo,2013-07-11T13:41:28
Prolonged Low Precipitation,Medium,Telve,2013-07-13T01:38:14
Reduced Visibility,Medium,Telve,2013-07-13T22:53:33
Reduced Visibility,Medium,Rovereto,2013-07-13T12:33:41
Excessive Wind,Critical,Tenno,2013-07-14T09:37:00
Excessive Precipitation,Low,Predazzo,2013-07-16T05:57:17
Reduced Visibility,Medium,Telve,2013-07-16T17:57:49
Solid Precipitation,Critical,Rovereto,2013-07-16T08:21:18
Solid Precipitation,Low,Povo,2013-07-17T00:49:50
Too Cold Temperature,High,Tenno,2013-07-18T10:36:38
Too Hot Temperature,High,Rovereto,2013-07-18T07:29:57
Excessive Wind,Low,Cavalese,2013-07-19T16:53:11
Solid Precipitation,Medium,Lavarone,2013-07-19T13:53:27
Prolonged Low Precipitation,High,Rovereto,2013-07-20T02:57:15
Prolonged Low Precipitation,High,Povo,2013-07-20T12:08:45
Prolonged Low Precipitation,Low,Mezzana,2013-07-22T08:36:30
Prolonged Low Precipitation,Low,Predazzo,2013-07-22T21:48:36
Too Cold Temperature,Medium,Rovereto,2013-07-24T18:56:16
Too Cold Temperature,High,Mezzana,2013-07-24T03:08:03
Too Hot Temperature,Low,Rovereto,2013-07-24T02:00:18
Excessive Wind,Medium,Trento,2013-07-25T11:33:23
Prolonged Low Precipitation,Low,Lavarone,2013-07-26T12:11:32
Excessive Wind,High,Rovereto,2013-07-26T04:23:47
Excessive Wind,Medium,Cavalese,2013-07-27T07:18:24
Reduced Visibility,Low,Povo,2013-07-27T09:59:48
Too Hot Temperature,Critical,Lavarone,2013-07-27T02:18:04
Too Hot Temperature,Medium,Telve,2013-07-28T22:08:44
Too Hot Temperature,Low,Predazzo,2013-07-28T08:24:27
Excessive Precipitation,High,Mezzana,2013-07-29T19:23:36
Solid Precipitation,Critical,Trento,2013-07-30T10:59:44
Excessive Precipitation,Critical,Trento,2013-07-30T17:42:34
Reduced Visibility,Medium,Arco,2013-07-30T22:31:11
Prolonged Low Precipitation,Critical,Telve,2013-07-31T12:20:21
Solid Precipitation,Medium,Tenno,2013-07-31T13:40:18
Too Cold Temperature,Critical,Povo,2013-07-31T23:43:42
Excessive Wind,High,Mezzana,2013-08-01T21:01:49
